Site,Sample_Type,Rep,Dilution,Substrate,Time,Absorbance
Clear_Creek,Water,2,0.01,L-Phenylalanine,48,0.165
Clear_Creek,Water,2,0.01,L-Phenylalanine,144,0.282
Clear_Creek,Water,2,0.01,Tween 80,24,0.181
Clear_Creek,Water,2,0.01,Tween 80,48,0.181
Clear_Creek,Water,2,0.01,Tween 80,144,0.694
Clear_Creek,Water,2,0.01,D-Mannitol,24,0.169
Clear_Creek,Water,2,0.01,D-Mannitol,48,0.055
Clear_Creek,Water,2,0.01,D-Mannitol,144,0.05
Clear_Creek,Water,2,0.01,4-Hydroxy Benzoic Acid,24,0.107
Clear_Creek,Water,2,0.01,4-Hydroxy Benzoic Acid,48,0.439
Clear_Creek,Water,2,0.01,4-Hydroxy Benzoic Acid,144,1.682
Clear_Creek,Water,2,0.01,L-Serine,24,0.263
Clear_Creek,Water,2,0.01,L-Serine,48,0.123
Clear_Creek,Water,2,0.01,L-Serine,144,0.032
Clear_Creek,Water,2,0.01,α-Cyclodextrin,24,0.239
Clear_Creek,Water,2,0.01,α-Cyclodextrin,48,0.204
Clear_Creek,Water,2,0.01,α-Cyclodextrin,144,0.053
Clear_Creek,Water,2,0.01,N-Acetyl-D-Glucosamine,24,0.188
Clear_Creek,Water,2,0.01,N-Acetyl-D-Glucosamine,48,0.164
Clear_Creek,Water,2,0.01,N-Acetyl-D-Glucosamine,144,0.05
Clear_Creek,Water,2,0.01,γ-Hydroxybutyric Acid,24,0.68
Clear_Creek,Water,2,0.01,γ-Hydroxybutyric Acid,48,0.702
Clear_Creek,Water,2,0.01,γ-Hydroxybutyric Acid,144,0.495
Clear_Creek,Water,2,0.01,L-Threonine,24,0.197
Clear_Creek,Water,2,0.01,L-Threonine,48,0.214
Clear_Creek,Water,2,0.01,L-Threonine,144,0.128
Clear_Creek,Water,2,0.01,Glycogen,24,0.213
Clear_Creek,Water,2,0.01,Glycogen,48,0.175
Clear_Creek,Water,2,0.01,Glycogen,144,0.196
Clear_Creek,Water,2,0.01,D-Glucosaminic Acid,24,0.197
Clear_Creek,Water,2,0.01,D-Glucosaminic Acid,48,0.115
Clear_Creek,Water,2,0.01,D-Glucosaminic Acid,144,0.042
Clear_Creek,Water,2,0.01,Itaconic Acid,24,0.199
Clear_Creek,Water,2,0.01,Itaconic Acid,48,0.098
Clear_Creek,Water,2,0.01,Itaconic Acid,144,0.037
Clear_Creek,Water,2,0.01,Glycyl-L-Glutamic Acid,24,0.255
Clear_Creek,Water,2,0.01,Glycyl-L-Glutamic Acid,48,0.126
Clear_Creek,Water,2,0.01,Glycyl-L-Glutamic Acid,144,0.03
Clear_Creek,Water,2,0.01,D-Cellobiose,24,0.055
Clear_Creek,Water,2,0.01,D-Cellobiose,48,0.042
Clear_Creek,Water,2,0.01,D-Cellobiose,144,0.12
Clear_Creek,Water,2,0.01,Glucose-1-Phosphate,24,0.062
Clear_Creek,Water,2,0.01,Glucose-1-Phosphate,48,0
Clear_Creek,Water,2,0.01,Glucose-1-Phosphate,144,0.034
Clear_Creek,Water,2,0.01,α-Ketobutyric Acid,24,0.084
Clear_Creek,Water,2,0.01,α-Ketobutyric Acid,48,0
Clear_Creek,Water,2,0.01,α-Ketobutyric Acid,144,0.03
Clear_Creek,Water,2,0.01,Phenylethylamine,24,0.079
Clear_Creek,Water,2,0.01,Phenylethylamine,48,0
Clear_Creek,Water,2,0.01,Phenylethylamine,144,0.051
Clear_Creek,Water,2,0.01,α-D-Lactose,24,0
Clear_Creek,Water,2,0.01,α-D-Lactose,48,0.014
Clear_Creek,Water,2,0.01,α-D-Lactose,144,0.272
Clear_Creek,Water,2,0.01,D.L -α-Glycerol Phosphate,24,0
Clear_Creek,Water,2,0.01,D.L -α-Glycerol Phosphate,48,0
Clear_Creek,Water,2,0.01,D.L -α-Glycerol Phosphate,144,0.021
Clear_Creek,Water,2,0.01,D-Mallic Acid,24,0.027
Clear_Creek,Water,2,0.01,D-Mallic Acid,48,0.461
Clear_Creek,Water,2,0.01,D-Mallic Acid,144,1.623
Clear_Creek,Water,2,0.01,Putrescine,24,0
Clear_Creek,Water,2,0.01,Putrescine,48,0
Clear_Creek,Water,2,0.01,Putrescine,144,0.025
Clear_Creek,Water,2,0.1,Water,24,0
Clear_Creek,Water,2,0.1,Water,48,0
Clear_Creek,Water,2,0.1,Water,144,0
Clear_Creek,Water,2,0.1,β-Methyl-D- Glucoside,24,0.06
Clear_Creek,Water,2,0.1,β-Methyl-D- Glucoside,48,1.089
Clear_Creek,Water,2,0.1,β-Methyl-D- Glucoside,144,1.174
Clear_Creek,Water,2,0.1,D-Galactonic Acid γ-Lactone,24,0.041
Clear_Creek,Water,2,0.1,D-Galactonic Acid γ-Lactone,48,1.688
Clear_Creek,Water,2,0.1,D-Galactonic Acid γ-Lactone,144,1.753
Clear_Creek,Water,2,0.1,L-Arginine,24,0.001
Clear_Creek,Water,2,0.1,L-Arginine,48,0.125
Clear_Creek,Water,2,0.1,L-Arginine,144,0.266
Clear_Creek,Water,2,0.1,Pyruvic Acid Methyl Ester,24,0.029
Clear_Creek,Water,2,0.1,Pyruvic Acid Methyl Ester,48,0.728
Clear_Creek,Water,2,0.1,Pyruvic Acid Methyl Ester,144,1.458
Clear_Creek,Water,2,0.1,D-Xylose,24,0.004
Clear_Creek,Water,2,0.1,D-Xylose,48,0
Clear_Creek,Water,2,0.1,D-Xylose,144,0
Clear_Creek,Water,2,0.1,D-Galacturonic Acid,24,0.167
Clear_Creek,Water,2,0.1,D-Galacturonic Acid,48,0.645
Clear_Creek,Water,2,0.1,D-Galacturonic Acid,144,1.076
Clear_Creek,Water,2,0.1,L-Asparganine,24,0.061
Clear_Creek,Water,2,0.1,L-Asparganine,48,0.498
Clear_Creek,Water,2,0.1,L-Asparganine,144,2.07
Clear_Creek,Water,2,0.1,Tween 40,24,0
Clear_Creek,Water,2,0.1,Tween 40,48,0.042
Clear_Creek,Water,2,0.1,Tween 40,144,1.381
Clear_Creek,Water,2,0.1,i-Erythitol,24,0
Clear_Creek,Water,2,0.1,i-Erythitol,48,0.018
Clear_Creek,Water,2,0.1,i-Erythitol,144,0.029
Clear_Creek,Water,2,0.1,2-Hydroxy Benzoic Acid,24,0.067
Clear_Creek,Water,2,0.1,2-Hydroxy Benzoic Acid,48,0
Clear_Creek,Water,2,0.1,2-Hydroxy Benzoic Acid,144,0.001
Clear_Creek,Water,2,0.1,L-Phenylalanine,24,0.139
Clear_Creek,Water,2,0.1,L-Phenylalanine,48,0.17
Clear_Creek,Water,2,0.1,L-Phenylalanine,144,1.239
Clear_Creek,Water,2,0.1,Tween 80,24,0.048
Clear_Creek,Water,2,0.1,Tween 80,48,0.131
Clear_Creek,Water,2,0.1,Tween 80,144,1.471
Clear_Creek,Water,2,0.1,D-Mannitol,24,0.229
Clear_Creek,Water,2,0.1,D-Mannitol,48,0.264
Clear_Creek,Water,2,0.1,D-Mannitol,144,0.116
Clear_Creek,Water,2,0.1,4-Hydroxy Benzoic Acid,24,0.307
Clear_Creek,Water,2,0.1,4-Hydroxy Benzoic Acid,48,0.332
Clear_Creek,Water,2,0.1,4-Hydroxy Benzoic Acid,144,0.376
Clear_Creek,Water,2,0.1,L-Serine,24,0.289
Clear_Creek,Water,2,0.1,L-Serine,48,0.408
Clear_Creek,Water,2,0.1,L-Serine,144,0.382
Clear_Creek,Water,2,0.1,α-Cyclodextrin,24,0.007
Clear_Creek,Water,2,0.1,α-Cyclodextrin,48,0.005
Clear_Creek,Water,2,0.1,α-Cyclodextrin,144,0.025
Clear_Creek,Water,2,0.1,N-Acetyl-D-Glucosamine,24,0.146
Clear_Creek,Water,2,0.1,N-Acetyl-D-Glucosamine,48,0.89
Clear_Creek,Water,2,0.1,N-Acetyl-D-Glucosamine,144,1.908
Clear_Creek,Water,2,0.1,γ-Hydroxybutyric Acid,24,0.12
Clear_Creek,Water,2,0.1,γ-Hydroxybutyric Acid,48,0.101
Clear_Creek,Water,2,0.1,γ-Hydroxybutyric Acid,144,0.013
Clear_Creek,Water,2,0.1,L-Threonine,24,0.202
Clear_Creek,Water,2,0.1,L-Threonine,48,0.016
Clear_Creek,Water,2,0.1,L-Threonine,144,0.707
Clear_Creek,Water,2,0.1,Glycogen,24,0.041
Clear_Creek,Water,2,0.1,Glycogen,48,0.049
Clear_Creek,Water,2,0.1,Glycogen,144,0.109
Clear_Creek,Water,2,0.1,D-Glucosaminic Acid,24,0.022
Clear_Creek,Water,2,0.1,D-Glucosaminic Acid,48,0.038
Clear_Creek,Water,2,0.1,D-Glucosaminic Acid,144,1.416
Clear_Creek,Water,2,0.1,Itaconic Acid,24,0.128
Clear_Creek,Water,2,0.1,Itaconic Acid,48,0.629
Clear_Creek,Water,2,0.1,Itaconic Acid,144,0.94
Clear_Creek,Water,2,0.1,Glycyl-L-Glutamic Acid,24,0.152
Clear_Creek,Water,2,0.1,Glycyl-L-Glutamic Acid,48,0.072
Clear_Creek,Water,2,0.1,Glycyl-L-Glutamic Acid,144,0.145
Clear_Creek,Water,2,0.1,D-Cellobiose,24,0
Clear_Creek,Water,2,0.1,D-Cellobiose,48,1.069
Clear_Creek,Water,2,0.1,D-Cellobiose,144,2.421
Clear_Creek,Water,2,0.1,Glucose-1-Phosphate,24,0.006
Clear_Creek,Water,2,0.1,Glucose-1-Phosphate,48,0.276
Clear_Creek,Water,2,0.1,Glucose-1-Phosphate,144,0.958
Clear_Creek,Water,2,0.1,α-Ketobutyric Acid,24,0.005
Clear_Creek,Water,2,0.1,α-Ketobutyric Acid,48,0.018
Clear_Creek,Water,2,0.1,α-Ketobutyric Acid,144,0.279
Clear_Creek,Water,2,0.1,Phenylethylamine,24,0.02
Clear_Creek,Water,2,0.1,Phenylethylamine,48,0.015
Clear_Creek,Water,2,0.1,Phenylethylamine,144,0.053
Clear_Creek,Water,2,0.1,α-D-Lactose,24,0.007
Clear_Creek,Water,2,0.1,α-D-Lactose,48,0.034
Clear_Creek,Water,2,0.1,α-D-Lactose,144,2.264
Clear_Creek,Water,2,0.1,D.L -α-Glycerol Phosphate,24,0.101
Clear_Creek,Water,2,0.1,D.L -α-Glycerol Phosphate,48,0.296
Clear_Creek,Water,2,0.1,D.L -α-Glycerol Phosphate,144,0.265
Clear_Creek,Water,2,0.1,D-Mallic Acid,24,0
Clear_Creek,Water,2,0.1,D-Mallic Acid,48,0.239
Clear_Creek,Water,2,0.1,D-Mallic Acid,144,0.584
Clear_Creek,Water,2,0.1,Putrescine,24,0.11
Clear_Creek,Water,2,0.1,Putrescine,48,0.618
Clear_Creek,Water,2,0.1,Putrescine,144,0.81
Clear_Creek,Water,3,0.001,Water,24,0
Clear_Creek,Water,3,0.001,Water,48,0
Clear_Creek,Water,3,0.001,Water,144,0
Clear_Creek,Water,3,0.001,β-Methyl-D- Glucoside,24,0
Clear_Creek,Water,3,0.001,β-Methyl-D- Glucoside,48,0
Clear_Creek,Water,3,0.001,β-Methyl-D- Glucoside,144,0
Clear_Creek,Water,3,0.001,D-Galactonic Acid γ-Lactone,24,0
Clear_Creek,Water,3,0.001,D-Galactonic Acid γ-Lactone,48,0
Clear_Creek,Water,3,0.001,D-Galactonic Acid γ-Lactone,144,0
Clear_Creek,Water,3,0.001,L-Arginine,24,0.396
Clear_Creek,Water,3,0.001,L-Arginine,48,0.016
Clear_Creek,Water,3,0.001,L-Arginine,144,0
Clear_Creek,Water,3,0.001,Pyruvic Acid Methyl Ester,24,0
Clear_Creek,Water,3,0.001,Pyruvic Acid Methyl Ester,48,0.186
Clear_Creek,Water,3,0.001,Pyruvic Acid Methyl Ester,144,0.009
Clear_Creek,Water,3,0.001,D-Xylose,24,0.017
Clear_Creek,Water,3,0.001,D-Xylose,48,0.209
Clear_Creek,Water,3,0.001,D-Xylose,144,0.026
Clear_Creek,Water,3,0.001,D-Galacturonic Acid,24,0
Clear_Creek,Water,3,0.001,D-Galacturonic Acid,48,0.03
Clear_Creek,Water,3,0.001,D-Galacturonic Acid,144,0.014
Clear_Creek,Water,3,0.001,L-Asparganine,24,0
Clear_Creek,Water,3,0.001,L-Asparganine,48,0.001
Clear_Creek,Water,3,0.001,L-Asparganine,144,0
Clear_Creek,Water,3,0.001,Tween 40,24,0.002
Clear_Creek,Water,3,0.001,Tween 40,48,0
Clear_Creek,Water,3,0.001,Tween 40,144,0
Clear_Creek,Water,3,0.001,i-Erythitol,24,0
Clear_Creek,Water,3,0.001,i-Erythitol,48,0.21
Clear_Creek,Water,3,0.001,i-Erythitol,144,0.011
Clear_Creek,Water,3,0.001,2-Hydroxy Benzoic Acid,24,0
Clear_Creek,Water,3,0.001,2-Hydroxy Benzoic Acid,48,0.094
Clear_Creek,Water,3,0.001,2-Hydroxy Benzoic Acid,144,0.049
Clear_Creek,Water,3,0.001,L-Phenylalanine,24,0
Clear_Creek,Water,3,0.001,L-Phenylalanine,48,0
Clear_Creek,Water,3,0.001,L-Phenylalanine,144,0
Clear_Creek,Water,3,0.001,Tween 80,24,0
Clear_Creek,Water,3,0.001,Tween 80,48,0.092
Clear_Creek,Water,3,0.001,Tween 80,144,0
Clear_Creek,Water,3,0.001,D-Mannitol,24,0
Clear_Creek,Water,3,0.001,D-Mannitol,48,0.238
Clear_Creek,Water,3,0.001,D-Mannitol,144,0.012
Clear_Creek,Water,3,0.001,4-Hydroxy Benzoic Acid,24,0
Clear_Creek,Water,3,0.001,4-Hydroxy Benzoic Acid,48,0.058
Clear_Creek,Water,3,0.001,4-Hydroxy Benzoic Acid,144,0.024
Clear_Creek,Water,3,0.001,L-Serine,24,0
Clear_Creek,Water,3,0.001,L-Serine,48,0
Clear_Creek,Water,3,0.001,L-Serine,144,0
Clear_Creek,Water,3,0.001,α-Cyclodextrin,24,0.008
Clear_Creek,Water,3,0.001,α-Cyclodextrin,48,0.036
Clear_Creek,Water,3,0.001,α-Cyclodextrin,144,0.031
Clear_Creek,Water,3,0.001,N-Acetyl-D-Glucosamine,24,0.008
Clear_Creek,Water,3,0.001,N-Acetyl-D-Glucosamine,48,0.266
Clear_Creek,Water,3,0.001,N-Acetyl-D-Glucosamine,144,0.056
Clear_Creek,Water,3,0.001,γ-Hydroxybutyric Acid,24,0
Clear_Creek,Water,3,0.001,γ-Hydroxybutyric Acid,48,0.337
Clear_Creek,Water,3,0.001,γ-Hydroxybutyric Acid,144,0
Clear_Creek,Water,3,0.001,L-Threonine,24,0
Clear_Creek,Water,3,0.001,L-Threonine,48,0.004
Clear_Creek,Water,3,0.001,L-Threonine,144,0
Clear_Creek,Water,3,0.001,Glycogen,24,0
Clear_Creek,Water,3,0.001,Glycogen,48,0.23
Clear_Creek,Water,3,0.001,Glycogen,144,0.201
Clear_Creek,Water,3,0.001,D-Glucosaminic Acid,24,0
Clear_Creek,Water,3,0.001,D-Glucosaminic Acid,48,0.22
Clear_Creek,Water,3,0.001,D-Glucosaminic Acid,144,0.013
Clear_Creek,Water,3,0.001,Itaconic Acid,24,0
Clear_Creek,Water,3,0.001,Itaconic Acid,48,0.051
Clear_Creek,Water,3,0.001,Itaconic Acid,144,0.035
Clear_Creek,Water,3,0.001,Glycyl-L-Glutamic Acid,24,0
Clear_Creek,Water,3,0.001,Glycyl-L-Glutamic Acid,48,0.002
Clear_Creek,Water,3,0.001,Glycyl-L-Glutamic Acid,144,0
Clear_Creek,Water,3,0.001,D-Cellobiose,24,0
Clear_Creek,Water,3,0.001,D-Cellobiose,48,0.211
Clear_Creek,Water,3,0.001,D-Cellobiose,144,0.08
Clear_Creek,Water,3,0.001,Glucose-1-Phosphate,24,0
Clear_Creek,Water,3,0.001,Glucose-1-Phosphate,48,0.114
Clear_Creek,Water,3,0.001,Glucose-1-Phosphate,144,0.023
Clear_Creek,Water,3,0.001,α-Ketobutyric Acid,24,0
Clear_Creek,Water,3,0.001,α-Ketobutyric Acid,48,0.02
Clear_Creek,Water,3,0.001,α-Ketobutyric Acid,144,0.003
Clear_Creek,Water,3,0.001,Phenylethylamine,24,0.315
Clear_Creek,Water,3,0.001,Phenylethylamine,48,0.357
Clear_Creek,Water,3,0.001,Phenylethylamine,144,0.325
Clear_Creek,Water,3,0.001,α-D-Lactose,24,0
Clear_Creek,Water,3,0.001,α-D-Lactose,48,0.025
Clear_Creek,Water,3,0.001,α-D-Lactose,144,0.021
Clear_Creek,Water,3,0.001,D.L -α-Glycerol Phosphate,24,0
Clear_Creek,Water,3,0.001,D.L -α-Glycerol Phosphate,48,0.016
Clear_Creek,Water,3,0.001,D.L -α-Glycerol Phosphate,144,0.025
Clear_Creek,Water,3,0.001,D-Mallic Acid,24,0.057
Clear_Creek,Water,3,0.001,D-Mallic Acid,48,0.121
Clear_Creek,Water,3,0.001,D-Mallic Acid,144,0.021
Clear_Creek,Water,3,0.001,Putrescine,24,0
Clear_Creek,Water,3,0.001,Putrescine,48,0.003
Clear_Creek,Water,3,0.001,Putrescine,144,0
Clear_Creek,Water,3,0.01,Water,24,0
Clear_Creek,Water,3,0.01,Water,48,0
Clear_Creek,Water,3,0.01,Water,144,0
Clear_Creek,Water,3,0.01,β-Methyl-D- Glucoside,24,0
Clear_Creek,Water,3,0.01,β-Methyl-D- Glucoside,48,0.051
Clear_Creek,Water,3,0.01,β-Methyl-D- Glucoside,144,2.235
Clear_Creek,Water,3,0.01,D-Galactonic Acid γ-Lactone,24,0
Clear_Creek,Water,3,0.01,D-Galactonic Acid γ-Lactone,48,0
Clear_Creek,Water,3,0.01,D-Galactonic Acid γ-Lactone,144,0
Clear_Creek,Water,3,0.01,L-Arginine,24,0.016
Clear_Creek,Water,3,0.01,L-Arginine,48,0
Clear_Creek,Water,3,0.01,L-Arginine,144,0
Clear_Creek,Water,3,0.01,Pyruvic Acid Methyl Ester,24,0.032
Clear_Creek,Water,3,0.01,Pyruvic Acid Methyl Ester,48,0.054
Clear_Creek,Water,3,0.01,Pyruvic Acid Methyl Ester,144,0
Clear_Creek,Water,3,0.01,D-Xylose,24,0.029
Clear_Creek,Water,3,0.01,D-Xylose,48,0.141
Clear_Creek,Water,3,0.01,D-Xylose,144,0
Clear_Creek,Water,3,0.01,D-Galacturonic Acid,24,0.004
Clear_Creek,Water,3,0.01,D-Galacturonic Acid,48,0.151
Clear_Creek,Water,3,0.01,D-Galacturonic Acid,144,0
Clear_Creek,Water,3,0.01,L-Asparganine,24,0.005
Clear_Creek,Water,3,0.01,L-Asparganine,48,0.124
Clear_Creek,Water,3,0.01,L-Asparganine,144,0
Clear_Creek,Water,3,0.01,Tween 40,24,0.011
Clear_Creek,Water,3,0.01,Tween 40,48,0.29
Clear_Creek,Water,3,0.01,Tween 40,144,0.205
Clear_Creek,Water,3,0.01,i-Erythitol,24,0
Clear_Creek,Water,3,0.01,i-Erythitol,48,0.233
Clear_Creek,Water,3,0.01,i-Erythitol,144,0
Clear_Creek,Water,3,0.01,2-Hydroxy Benzoic Acid,24,0
Clear_Creek,Water,3,0.01,2-Hydroxy Benzoic Acid,48,0.021
Clear_Creek,Water,3,0.01,2-Hydroxy Benzoic Acid,144,0
Clear_Creek,Water,3,0.01,L-Phenylalanine,24,0.003
Clear_Creek,Water,3,0.01,L-Phenylalanine,48,0.226
Clear_Creek,Water,3,0.01,L-Phenylalanine,144,0.165
Clear_Creek,Water,3,0.01,Tween 80,24,0.028
Clear_Creek,Water,3,0.01,Tween 80,48,0.281
Clear_Creek,Water,3,0.01,Tween 80,144,0.238
Clear_Creek,Water,3,0.01,D-Mannitol,24,0.032
Clear_Creek,Water,3,0.01,D-Mannitol,48,0.548
Clear_Creek,Water,3,0.01,D-Mannitol,144,1.644
Clear_Creek,Water,3,0.01,4-Hydroxy Benzoic Acid,24,0
Clear_Creek,Water,3,0.01,4-Hydroxy Benzoic Acid,48,0.24
Clear_Creek,Water,3,0.01,4-Hydroxy Benzoic Acid,144,0.125
Clear_Creek,Water,3,0.01,L-Serine,24,0
Clear_Creek,Water,3,0.01,L-Serine,48,0.243
Clear_Creek,Water,3,0.01,L-Serine,144,0.139
Clear_Creek,Water,3,0.01,α-Cyclodextrin,24,0.048
Clear_Creek,Water,3,0.01,α-Cyclodextrin,48,0.061
Clear_Creek,Water,3,0.01,α-Cyclodextrin,144,0
Clear_Creek,Water,3,0.01,N-Acetyl-D-Glucosamine,24,0.022
Clear_Creek,Water,3,0.01,N-Acetyl-D-Glucosamine,48,0.266
Clear_Creek,Water,3,0.01,N-Acetyl-D-Glucosamine,144,0.139
Clear_Creek,Water,3,0.01,γ-Hydroxybutyric Acid,24,0.017
Clear_Creek,Water,3,0.01,γ-Hydroxybutyric Acid,48,0.279
Clear_Creek,Water,3,0.01,γ-Hydroxybutyric Acid,144,0.22
Clear_Creek,Water,3,0.01,L-Threonine,24,0.053
Clear_Creek,Water,3,0.01,L-Threonine,48,0.298
Clear_Creek,Water,3,0.01,L-Threonine,144,0.458
Clear_Creek,Water,3,0.01,Glycogen,24,0.025
Clear_Creek,Water,3,0.01,Glycogen,48,0.224
Clear_Creek,Water,3,0.01,Glycogen,144,0.186
Clear_Creek,Water,3,0.01,D-Glucosaminic Acid,24,0
Clear_Creek,Water,3,0.01,D-Glucosaminic Acid,48,0.24
Clear_Creek,Water,3,0.01,D-Glucosaminic Acid,144,0.109
Clear_Creek,Water,3,0.01,Itaconic Acid,24,0
Clear_Creek,Water,3,0.01,Itaconic Acid,48,0.206
Clear_Creek,Water,3,0.01,Itaconic Acid,144,0.048
Clear_Creek,Water,3,0.01,Glycyl-L-Glutamic Acid,24,0
Clear_Creek,Water,3,0.01,Glycyl-L-Glutamic Acid,48,0.205
Clear_Creek,Water,3,0.01,Glycyl-L-Glutamic Acid,144,0.131
Clear_Creek,Water,3,0.01,D-Cellobiose,24,0.031
Clear_Creek,Water,3,0.01,D-Cellobiose,48,0.081
Clear_Creek,Water,3,0.01,D-Cellobiose,144,0
Clear_Creek,Water,3,0.01,Glucose-1-Phosphate,24,0.026
Clear_Creek,Water,3,0.01,Glucose-1-Phosphate,48,0.141
Clear_Creek,Water,3,0.01,Glucose-1-Phosphate,144,0
Clear_Creek,Water,3,0.01,α-Ketobutyric Acid,24,0.002
Clear_Creek,Water,3,0.01,α-Ketobutyric Acid,48,0
Clear_Creek,Water,3,0.01,α-Ketobutyric Acid,144,0.014
Clear_Creek,Water,3,0.01,Phenylethylamine,24,0.023
Clear_Creek,Water,3,0.01,Phenylethylamine,48,0
Clear_Creek,Water,3,0.01,Phenylethylamine,144,0
Clear_Creek,Water,3,0.01,α-D-Lactose,24,0
Clear_Creek,Water,3,0.01,α-D-Lactose,48,0
Clear_Creek,Water,3,0.01,α-D-Lactose,144,0.579
Clear_Creek,Water,3,0.01,D.L -α-Glycerol Phosphate,24,0
Clear_Creek,Water,3,0.01,D.L -α-Glycerol Phosphate,48,0
Clear_Creek,Water,3,0.01,D.L -α-Glycerol Phosphate,144,0
Clear_Creek,Water,3,0.01,D-Mallic Acid,24,0
Clear_Creek,Water,3,0.01,D-Mallic Acid,48,0
Clear_Creek,Water,3,0.01,D-Mallic Acid,144,0
Clear_Creek,Water,3,0.01,Putrescine,24,0
Clear_Creek,Water,3,0.01,Putrescine,48,0.013
Clear_Creek,Water,3,0.01,Putrescine,144,0
Clear_Creek,Water,3,0.1,Water,24,0
Clear_Creek,Water,3,0.1,Water,48,0
Clear_Creek,Water,3,0.1,Water,144,0
Clear_Creek,Water,3,0.1,β-Methyl-D- Glucoside,24,0
Clear_Creek,Water,3,0.1,β-Methyl-D- Glucoside,48,0.256
Clear_Creek,Water,3,0.1,β-Methyl-D- Glucoside,144,1.651
Clear_Creek,Water,3,0.1,D-Galactonic Acid γ-Lactone,24,0.011
Clear_Creek,Water,3,0.1,D-Galactonic Acid γ-Lactone,48,0.01
Clear_Creek,Water,3,0.1,D-Galactonic Acid γ-Lactone,144,0.041
Clear_Creek,Water,3,0.1,L-Arginine,24,0.245
Clear_Creek,Water,3,0.1,L-Arginine,48,1.602
Clear_Creek,Water,3,0.1,L-Arginine,144,1.598
Clear_Creek,Water,3,0.1,Pyruvic Acid Methyl Ester,24,0
Clear_Creek,Water,3,0.1,Pyruvic Acid Methyl Ester,48,0.081
Clear_Creek,Water,3,0.1,Pyruvic Acid Methyl Ester,144,1.217
Clear_Creek,Water,3,0.1,D-Xylose,24,0.019
Clear_Creek,Water,3,0.1,D-Xylose,48,0.005
Clear_Creek,Water,3,0.1,D-Xylose,144,0.028
Clear_Creek,Water,3,0.1,D-Galacturonic Acid,24,0.2
Clear_Creek,Water,3,0.1,D-Galacturonic Acid,48,1.441
Clear_Creek,Water,3,0.1,D-Galacturonic Acid,144,2.025
Clear_Creek,Water,3,0.1,L-Asparganine,24,0.059
Clear_Creek,Water,3,0.1,L-Asparganine,48,0.866
Clear_Creek,Water,3,0.1,L-Asparganine,144,2.653
Clear_Creek,Water,3,0.1,Tween 40,24,0
Clear_Creek,Water,3,0.1,Tween 40,48,0.338
Clear_Creek,Water,3,0.1,Tween 40,144,1.483
Clear_Creek,Water,3,0.1,i-Erythitol,24,0.017
Clear_Creek,Water,3,0.1,i-Erythitol,48,0.045
Clear_Creek,Water,3,0.1,i-Erythitol,144,0.08
Clear_Creek,Water,3,0.1,2-Hydroxy Benzoic Acid,24,0.009
Clear_Creek,Water,3,0.1,2-Hydroxy Benzoic Acid,48,0.241
Clear_Creek,Water,3,0.1,2-Hydroxy Benzoic Acid,144,0.031
Clear_Creek,Water,3,0.1,L-Phenylalanine,24,0.014
Clear_Creek,Water,3,0.1,L-Phenylalanine,48,0.251
Clear_Creek,Water,3,0.1,L-Phenylalanine,144,0.26
Clear_Creek,Water,3,0.1,Tween 80,24,0.062
Clear_Creek,Water,3,0.1,Tween 80,48,0.253
Clear_Creek,Water,3,0.1,Tween 80,144,0.876
Clear_Creek,Water,3,0.1,D-Mannitol,24,0.123
Clear_Creek,Water,3,0.1,D-Mannitol,48,0.469
Clear_Creek,Water,3,0.1,D-Mannitol,144,0.686
Clear_Creek,Water,3,0.1,4-Hydroxy Benzoic Acid,24,0.008
Clear_Creek,Water,3,0.1,4-Hydroxy Benzoic Acid,48,0.23
Clear_Creek,Water,3,0.1,4-Hydroxy Benzoic Acid,144,0.463
Clear_Creek,Water,3,0.1,L-Serine,24,0.014
Clear_Creek,Water,3,0.1,L-Serine,48,0.249
Clear_Creek,Water,3,0.1,L-Serine,144,0.391
Clear_Creek,Water,3,0.1,α-Cyclodextrin,24,0.029
Clear_Creek,Water,3,0.1,α-Cyclodextrin,48,0.054
Clear_Creek,Water,3,0.1,α-Cyclodextrin,144,0.098
Clear_Creek,Water,3,0.1,N-Acetyl-D-Glucosamine,24,0.019
Clear_Creek,Water,3,0.1,N-Acetyl-D-Glucosamine,48,0.136
Clear_Creek,Water,3,0.1,N-Acetyl-D-Glucosamine,144,0.265
Clear_Creek,Water,3,0.1,γ-Hydroxybutyric Acid,24,0.066
Clear_Creek,Water,3,0.1,γ-Hydroxybutyric Acid,48,0.261
Clear_Creek,Water,3,0.1,γ-Hydroxybutyric Acid,144,0.372
Clear_Creek,Water,3,0.1,L-Threonine,24,0.058
Clear_Creek,Water,3,0.1,L-Threonine,48,0.325
Clear_Creek,Water,3,0.1,L-Threonine,144,0.754
Clear_Creek,Water,3,0.1,Glycogen,24,0.885
Clear_Creek,Water,3,0.1,Glycogen,48,0.89
Clear_Creek,Water,3,0.1,Glycogen,144,1.035
Clear_Creek,Water,3,0.1,D-Glucosaminic Acid,24,0.009
Clear_Creek,Water,3,0.1,D-Glucosaminic Acid,48,0.191
Clear_Creek,Water,3,0.1,D-Glucosaminic Acid,144,0.051
Clear_Creek,Water,3,0.1,Itaconic Acid,24,0.037
Clear_Creek,Water,3,0.1,Itaconic Acid,48,0.546
Clear_Creek,Water,3,0.1,Itaconic Acid,144,0.802
